Hour_of_Day,Day_of_Week,Month,Consumption_Pattern,Voltage,Energy_Consumption_kWh
19,7,11,0,219,41.11572216
20,1,6,0,226,66.14868568
8,7,7,1,228,20.80858506
4,3,5,0,231,85.51846755
14,6,4,2,225,79.97444356
15,1,12,0,226,55.63112984
5,5,8,1,227,59.32098037
12,2,8,1,224,67.21134866
8,3,2,0,221,65.50744424
11,5,7,2,238,76.24051191
7,2,6,2,219,18.12466038
14,4,2,1,216,90.79980424
8,3,7,2,234,36.35081226
7,4,4,2,224,92.03809079
12,3,1,1,228,24.07970286
16,6,1,1,225,64.63248984
13,7,11,1,234,37.66373334
15,3,8,2,232,49.10073858
21,2,4,2,222,38.69015801
16,6,10,2,218,58.72114688
23,5,8,2,234,56.21939754
9,6,7,2,225,16.41200662
12,6,2,0,233,22.77817807
22,1,2,0,219,60.94834025
20,6,2,2,226,34.70034909
15,3,8,2,220,15.02771746
7,6,4,2,217,54.35571634
11,2,9,2,224,94.38149996
2,6,9,2,215,94.80898902
18,4,6,1,222,45.78389984
20,5,8,1,224,20.66698319
17,3,6,2,217,71.57916506
13,4,10,2,231,66.49720775
1,4,4,2,228,93.02984337
12,7,1,0,214,45.56660667
5,1,5,1,235,78.55218836
8,7,8,1,215,33.8213394
9,6,7,1,236,60.75263313
16,6,2,2,235,30.15135122
5,3,3,1,213,72.04877464
2,1,12,2,225,71.72879963
14,2,7,1,228,46.65904712
4,6,4,2,217,18.47762364
20,7,12,0,221,62.24191493
14,6,5,0,228,60.09841955
20,5,1,0,225,30.7886755
16,4,6,2,228,37.14128521
8,6,2,2,220,32.75534526
11,2,8,1,221,37.51625013
20,5,3,2,221,95.96694269
20,7,6,1,239,63.23389233
6,4,9,1,211,80.44990799
8,4,7,2,228,62.97957883
21,3,4,1,224,75.21876875
1,7,3,2,234,62.9647516
19,1,8,1,218,70.60344878
23,2,11,0,225,34.80381341
17,2,10,1,223,79.20917441
9,6,5,1,218,52.04650471
17,1,7,1,227,69.97838521
1,1,9,0,211,37.62716866
18,1,5,1,223,32.78394301
21,1,9,2,226,77.74672859
17,6,1,0,238,86.57339411
5,3,8,0,220,71.41195693
7,5,7,0,215,24.24141956
9,7,4,1,213,40.2672695
9,6,8,1,224,80.98446785
11,6,4,2,215,88.34186377
11,7,10,0,230,74.87655987
14,7,3,2,224,98.12266547
15,1,12,2,226,50.35552399
4,1,7,2,220,27.67684339
9,6,12,2,231,38.9188439
18,3,2,0,232,20.90480509
21,2,3,2,226,23.86495465
16,3,7,1,230,35.73805868
11,6,10,0,231,23.93225672
0,5,1,0,222,59.41942106
22,3,2,1,230,53.72807154
4,1,5,2,225,27.86136352
8,3,11,2,230,47.85393945
23,1,7,1,226,66.74135143
13,3,3,2,234,18.31914245
16,5,9,2,220,53.8883825
17,1,6,2,231,84.34309276
13,1,10,1,234,74.71455242
17,2,12,2,229,34.19429059
18,4,12,2,226,11.85562632
18,1,11,2,229,58.39770807
4,5,4,1,225,99.11747627
22,2,10,0,235,32.02573107
4,5,6,1,227,99.27241314
16,5,7,1,220,61.21451111
0,2,9,2,231,15.36816417
15,1,3,2,233,92.85651848
4,3,3,1,223,82.17284291
7,1,7,0,220,58.06072753
19,2,9,2,228,46.20856224
9,4,5,1,229,34.49666004
17,6,6,1,227,96.95011872
5,6,1,2,224,25.30891859
6,5,8,0,225,52.06226175
10,2,2,0,230,71.83098736
6,6,10,1,223,62.75594696
21,4,9,2,220,10.10214492
0,4,5,1,215,81.00246873
22,5,8,2,215,54.31404173
23,6,6,0,227,78.26793393
14,5,10,1,216,64.88819773
9,1,8,0,216,17.41179652
8,2,9,1,229,63.52685954
15,1,8,2,226,65.91930953
10,4,6,0,231,35.66039973
22,3,8,2,231,98.1285366
8,4,4,1,238,52.13343141
16,1,3,1,232,69.40358027
5,7,4,2,224,95.09536855
20,4,3,0,228,51.08643248
22,6,11,0,217,13.67077113
11,5,10,0,228,31.87184515
14,5,9,0,218,37.37330449
5,7,8,0,216,74.94586459
6,7,10,0,221,71.92308413
9,1,10,2,230,41.57963125
3,2,5,1,227,96.10163543
9,5,12,1,224,59.96567565
9,5,10,2,237,11.35897129
14,4,11,1,229,30.02972532
12,2,3,0,234,77.08156885
11,5,7,1,226,61.73523869
5,3,4,2,232,96.09212974
15,7,1,1,235,99.36139278
14,6,4,1,224,89.42215699
6,7,8,0,222,24.07691189
3,2,7,1,222,95.78337738
16,7,1,2,218,53.03003746
9,7,11,1,224,16.72829681
1,6,5,1,228,50.9487139
10,4,8,0,223,75.02166152
22,4,9,2,226,22.53229966
13,7,9,1,232,64.51596
7,2,11,2,236,81.17902263
15,2,2,2,232,17.36000653
8,1,8,0,229,42.40867308
22,2,1,1,234,38.39946008
18,5,6,2,230,64.47825874
11,6,7,1,220,13.7785429
17,2,3,2,226,12.56585124
21,5,2,1,216,74.52134025
12,6,7,2,238,48.09600248
18,3,10,0,233,25.41861688
13,7,12,1,230,27.53740008
18,2,2,2,217,78.13721346
20,3,10,0,225,14.18314143
7,4,8,1,228,53.25869418
12,2,9,2,217,36.17325181
9,5,10,2,230,38.88686018
1,1,12,1,216,33.56738449
16,3,9,2,222,77.03473065
8,1,4,0,220,49.69217016
1,1,12,2,217,62.75811578
12,4,7,2,221,30.09328725
5,4,3,0,219,82.81737233
3,5,11,0,237,71.17732467
0,3,2,2,231,81.51721884
11,2,5,0,221,21.95611033
4,7,2,0,228,16.91307688
3,1,5,0,236,24.47962245
6,4,12,2,220,91.46092542
12,7,5,2,225,47.26417784
19,6,1,2,220,84.18156963
6,5,9,2,222,73.26444008
15,6,4,1,226,32.21570888
13,5,8,0,222,43.76228241
5,4,6,1,239,15.04458396
10,5,12,0,217,67.93670768
12,1,10,0,217,53.58063549
10,1,8,1,237,70.83836241
1,4,2,1,228,54.13504239
5,3,6,2,216,70.93037158
4,5,10,2,215,85.73285872
3,6,3,2,231,81.80957656
10,7,8,0,221,50.88570331
14,5,9,2,236,64.55607977
10,5,6,2,224,38.23377085
8,1,3,0,229,21.54477108
2,6,10,1,219,82.79405187
15,7,4,1,221,20.60263708
1,5,5,1,222,79.81557989
9,5,10,2,223,65.80193526
9,5,3,2,211,78.1998849
9,1,4,0,233,17.07978862
18,4,4,1,216,68.30152328
21,2,1,1,231,48.25898779
3,1,5,2,221,82.14930082
19,3,9,2,227,13.20975156
23,4,11,1,227,38.24632431
23,5,5,1,214,63.40949982
9,5,9,0,223,73.20913806
16,6,9,1,235,92.20855934
15,6,6,2,232,57.05935475
7,1,2,1,224,40.27027241
13,5,9,1,233,46.92059994
6,6,3,2,219,41.38877951
16,2,11,0,239,41.32744201
13,1,4,0,235,31.24456765
3,5,5,2,214,55.25966154
17,5,4,0,216,79.88633827
23,6,6,2,222,86.03357838
4,4,7,2,230,76.4753277
6,7,12,0,215,35.2628826
16,6,10,2,219,77.70754105
6,3,4,1,212,11.72832168
1,6,8,2,233,36.6714278
18,5,9,0,227,67.05115781
14,3,6,0,219,36.15061995
1,7,12,2,232,66.91252113
7,5,7,0,230,56.99408781
16,4,7,2,219,94.4767223
22,1,11,0,217,15.02495632
17,6,1,0,225,45.27730833
0,2,10,2,218,98.56867822
11,4,5,2,228,91.95993467
6,2,4,1,213,67.44302168
10,5,8,1,233,84.63450519
23,5,3,0,231,28.23179811
1,4,9,0,230,87.29607932
22,1,10,1,228,41.55164595
17,1,4,2,225,45.03329353
13,4,1,1,223,95.81498994
12,6,4,0,221,11.59808228
14,5,5,2,223,23.8571037
5,6,12,2,222,51.53259971
20,3,8,0,232,46.04083385
11,3,12,0,230,67.66135823
5,1,11,2,224,67.17075946
10,1,6,1,232,93.50021239
2,1,2,1,231,17.94096128
10,3,10,1,224,13.26477111
0,2,11,2,230,46.18097571
13,7,2,1,235,37.64603336
13,2,12,1,224,25.70566682
4,7,6,0,222,65.31127677
7,4,7,1,215,99.60046055
0,7,4,2,224,87.6216262
14,7,9,1,224,92.90963534
1,6,7,2,222,89.77521579
15,4,6,1,234,57.70272507
5,7,2,1,216,45.53747629
21,3,8,1,222,14.23418101
20,6,4,1,221,87.80925271
14,2,3,1,231,74.07443078
6,1,5,1,215,53.14070148
21,4,7,1,228,85.57540347
1,6,1,2,219,29.21215514
15,7,4,2,220,70.23408473
20,7,5,2,225,16.06570867
5,5,1,1,226,39.48384333
5,4,1,2,230,92.39393262
21,2,8,2,229,73.86754205
21,4,9,1,220,77.37805851
15,6,2,2,222,64.22631372
21,1,7,1,215,95.34076095
8,4,3,1,221,54.20326875
18,3,10,2,220,66.42892489
0,7,10,0,231,70.54024777
16,2,10,2,233,16.13287371
6,5,12,1,236,89.24362861
21,6,9,1,221,67.08971105
19,1,8,1,219,87.73714644
23,7,11,2,231,68.11783314
0,6,8,2,221,35.5559368
21,3,12,2,223,65.56022711
21,7,8,2,221,81.52888842
18,7,3,2,225,77.74237503
17,7,2,2,226,83.90106798
4,4,8,1,231,43.87651497
21,6,1,2,218,68.6737333
18,2,3,1,227,96.00784656
15,1,4,0,219,16.11627298
13,6,11,1,233,33.92582789
3,4,9,1,230,19.11259503
3,2,12,1,237,36.42640286
20,4,3,0,233,96.1736618
8,6,8,2,233,21.12767701
6,4,3,0,224,65.66135611
21,3,9,2,222,33.39509749
18,4,3,0,219,59.40400357
18,5,11,1,223,60.04454709
5,7,6,2,238,93.10576243
10,2,4,2,223,77.15498229
9,5,7,2,226,98.6675596
12,6,9,1,233,42.7346588
5,5,3,1,231,51.21625489
9,5,1,0,228,38.12968091
13,4,6,2,217,64.83886845
19,7,10,2,231,18.17273048
3,6,11,1,233,84.56504682
9,1,10,0,222,60.93283094
19,5,10,1,219,54.28814753
17,6,10,1,224,92.29849947
5,4,1,1,235,82.14023402
1,4,3,2,230,60.77283264
19,6,7,1,222,91.07132663
13,2,5,2,227,85.55217534
9,5,10,0,230,89.254478
16,6,6,2,224,32.52521063
6,3,5,2,229,89.63881109
18,1,4,0,222,59.50385662
5,1,8,1,230,66.5187969
3,3,12,0,237,71.11295553
10,4,7,1,216,56.27460396
21,2,11,2,231,32.77491321
16,5,1,2,220,18.77914429
14,2,2,2,232,33.78643565
22,5,4,1,228,71.53053067
20,1,10,0,211,62.91013615
2,5,6,1,222,87.696691
9,1,5,1,232,32.79633695
18,6,6,1,230,50.01574376
19,1,1,1,218,66.14533061
11,7,9,0,227,41.01592152
3,4,10,2,221,47.6788996
0,4,10,1,231,44.70297765
8,7,4,0,222,68.03241996
14,5,6,0,222,37.04439914
3,3,6,2,237,60.43209274
2,3,9,2,219,59.36056179
8,3,10,1,219,44.08402982
2,3,9,1,223,92.69458041
13,5,2,1,221,91.25537317
18,5,10,1,224,39.44981394
14,5,2,1,226,19.21513781
9,7,9,2,220,13.45071855
13,3,5,2,227,55.44476703
15,1,4,0,222,76.99556868
13,4,4,2,233,27.60958867
22,1,7,2,230,89.70888452
6,7,3,1,233,81.4472204
8,5,8,0,225,59.18326954
22,2,6,0,213,80.895772
16,2,5,1,225,38.22280256
11,1,6,2,221,28.9861018
13,1,8,0,230,64.50868222
0,7,9,2,217,92.78799668
16,4,8,0,231,62.02169525
8,2,9,2,221,55.72271518
23,3,3,0,227,87.7861214
17,6,4,2,230,36.20808849
20,6,5,1,229,66.82908178
5,4,5,2,220,39.29037986
21,3,3,0,223,38.27156687
19,3,6,0,232,65.44138577
12,5,10,0,221,94.91923659
4,7,4,0,227,40.26105078
3,3,1,1,217,87.01530758
23,3,6,1,227,46.13295073
2,7,10,1,224,79.93896172
3,1,12,0,227,61.37854956
18,2,8,1,227,96.57246383
19,3,10,0,213,77.76042647
8,4,2,1,227,19.31693335
23,2,10,0,229,20.1301287
4,6,3,1,217,53.21235299
0,6,3,1,230,13.36957833
6,6,9,1,234,80.34223723
7,2,11,2,228,29.41819965
13,4,1,0,219,84.5730199
15,3,8,0,230,59.30991642
9,6,10,0,218,92.42942055
3,4,11,0,235,94.9035762
10,7,3,2,219,68.84384748
19,7,5,0,219,58.28484872
3,5,7,0,228,55.73272601
7,1,12,2,232,40.99856665
19,1,10,0,226,63.96680332
15,1,4,1,230,47.55345665
18,5,5,1,220,84.93313653
8,5,6,2,222,91.24341539
19,2,1,1,223,11.15362346
22,5,12,2,219,37.54394962
5,5,8,1,227,27.63714405
12,5,4,2,228,46.40153611
1,3,5,1,220,94.78471384
21,2,4,1,224,61.50574991
5,2,7,2,229,76.29115768
22,3,5,0,230,69.62043522
1,4,7,1,222,16.46164378
11,7,3,2,221,97.43899139
8,1,10,1,227,30.74407815
11,6,7,2,230,66.10030904
18,5,8,2,215,71.627034
0,2,6,1,233,73.30733354
5,6,3,1,230,87.56914203
9,1,10,1,223,86.54270403
11,1,12,0,221,74.74127833
7,3,6,1,233,65.18583364
10,2,11,2,223,81.0867287
14,3,3,0,218,79.89121953
16,7,8,1,234,23.38794674
8,6,9,2,229,59.33067742
5,6,10,2,224,71.15426931
4,6,2,1,218,98.78441875
15,5,1,0,216,83.64018336
19,4,2,0,230,56.0473331
12,2,7,1,222,99.88412251
23,2,8,1,224,23.0766566
20,7,2,0,216,57.25015451
23,7,6,2,226,60.68886603
15,3,10,2,225,47.38325696
20,2,11,0,235,82.08111558
5,6,2,2,239,13.68390445
1,6,4,0,222,46.87848426
21,5,5,1,230,15.39170228
16,1,5,2,236,11.84045853
2,3,7,0,234,60.02873662
17,1,1,1,238,10.46240194
13,5,11,1,214,75.08000726
6,6,9,1,227,66.74947902
23,2,9,1,221,44.91093546
9,1,1,1,219,25.97563264
0,7,11,1,214,45.60238117
8,6,11,1,222,61.75691359
5,2,2,2,228,46.07627604
0,6,12,2,232,50.96970206
17,3,6,1,231,32.06081047
17,4,4,2,225,54.26727431
3,3,5,1,224,21.34767273
2,3,11,0,216,16.41505172
9,4,9,0,228,38.41997214
11,3,10,0,221,33.40080753
5,4,6,2,221,61.74187157
3,3,1,2,226,75.64592469
9,4,3,0,223,67.59653271
2,4,9,0,216,44.95705394
6,4,5,1,225,49.6345368
20,5,10,0,233,61.38827883
3,4,6,0,225,23.71778432
18,6,4,1,229,72.61774342
2,4,4,0,216,38.43193751
10,3,9,0,224,47.37661403
23,1,11,2,225,28.01998274
23,7,5,1,231,26.75743526
22,7,4,0,225,29.23001553
8,3,8,2,228,78.61605112
2,4,10,1,229,46.7267363
20,4,12,1,219,88.48628691
14,6,4,2,219,47.81958245
3,2,5,2,218,11.90649189
4,2,6,1,226,36.43125697
13,2,4,1,228,67.0536768
1,7,8,1,227,52.35420336
0,7,4,2,235,26.62340632
22,4,4,1,224,93.87793165
1,3,9,2,221,83.28950065
13,7,3,1,229,73.26832795
2,7,3,1,225,93.04031037
18,3,11,1,220,21.91997366
0,6,9,1,212,87.54577302
21,7,11,2,235,83.52509094
6,5,7,0,232,79.77450917
6,5,7,2,225,15.10301265
15,5,11,2,217,81.31066743
6,1,2,2,219,40.57281797
15,1,10,0,217,15.7616036
10,5,2,2,213,65.49766649
21,1,5,2,212,59.24601131
5,4,2,2,228,64.53690527
8,4,7,1,225,38.25145919
1,3,4,0,229,89.5088308
17,4,3,1,231,27.89379908
11,3,9,2,216,20.00022302
17,6,2,0,222,61.65141897
5,7,7,2,213,43.71329439
1,5,4,2,225,76.56493815
7,6,3,0,222,16.88899052
12,3,5,2,217,30.93241411
20,5,7,0,232,31.80125033
17,1,2,0,223,57.48450207
12,2,6,2,224,37.74007429
14,1,7,1,224,90.56084725
8,5,12,2,224,69.48894517
4,4,7,2,223,29.05456218
19,1,7,2,217,92.33209054
6,2,1,0,216,33.85196628
4,4,8,0,221,94.98769458
12,4,12,1,220,45.94348401
22,2,8,1,215,63.07953214
0,6,1,2,239,14.50238468
17,7,3,2,220,27.55741431
9,2,12,0,219,63.68635021
9,2,8,2,236,84.00772552
3,3,10,2,235,43.07357054
20,7,1,1,215,46.71912024
16,5,8,1,236,74.10524976
7,5,7,1,228,75.41188411
3,6,12,2,212,28.72975006
20,3,7,1,223,86.83583006
1,2,11,1,234,36.98804962
5,2,8,1,229,73.66396013
7,5,12,1,223,17.06462863
4,6,11,0,232,51.98868756
18,1,7,1,219,72.09943698
22,3,8,1,222,84.58741108
7,4,8,2,230,28.80994964
21,1,1,1,227,32.54054369
18,1,7,1,237,26.12320962
1,5,12,1,222,99.87989511
19,3,3,2,221,43.85076191
19,2,11,0,231,25.02941225
10,1,7,2,238,47.58902301
20,7,3,2,235,97.5289628
3,1,5,2,227,19.36805908
15,6,9,0,228,52.37128159
14,4,7,1,231,91.24300024
16,2,12,2,225,21.91374854
23,3,10,2,211,71.80999193
20,6,12,0,228,44.4024918
6,1,5,2,220,49.95120376
4,4,3,2,219,19.61501232
16,3,8,1,226,55.24885704
20,3,4,0,222,69.37422137
23,4,8,0,217,62.47034149
3,3,5,0,221,99.27384853
12,4,1,2,231,22.56735641
4,5,4,2,227,28.50560579
12,7,7,1,229,51.57500023
15,7,5,1,229,53.31336865
2,2,5,1,238,26.27398788
10,4,12,2,223,33.49330897
14,7,2,1,221,18.3235529
19,1,3,1,212,63.5814941
18,6,1,2,223,40.33590123
6,4,7,2,219,77.59421042
4,7,4,1,226,86.86118295
14,5,11,2,235,67.07854925
0,6,10,2,223,11.0832093
18,7,1,2,231,59.785299
19,5,4,2,239,36.18262476
13,1,6,1,220,41.30684826
21,2,4,2,232,59.69701299
0,7,4,2,230,16.93768432
0,5,10,2,236,42.98504018
17,2,9,2,222,28.5947366
10,2,4,1,225,24.21368984
3,2,10,2,220,76.8653379
9,2,1,1,223,76.99750274
19,4,6,1,218,33.83872906
20,3,1,2,216,75.99003186
9,6,10,2,227,34.73987058
1,4,1,2,217,86.93734021
12,4,2,1,230,49.13634059
4,7,8,1,234,20.37645509
23,2,11,1,236,90.79714576
16,2,9,2,231,48.81170098
6,2,1,1,213,74.09776277
16,3,9,0,228,38.45505885
6,2,7,1,230,55.86716222
16,6,5,1,218,81.05546575
0,3,5,0,221,68.50659756
4,5,10,1,222,91.67925096
15,3,11,0,221,85.22600426
11,4,7,0,224,74.1269154
4,6,4,1,232,31.45634255
10,2,6,1,234,66.16161917
8,4,8,2,218,79.20294562
0,1,12,1,223,42.1583561
11,2,8,2,236,15.01944704
12,1,4,2,224,93.20317419
23,1,8,1,231,38.6034366
5,1,3,0,216,98.920287
18,2,7,2,226,35.06896256
16,7,10,0,223,97.45000456
13,7,8,0,229,62.7411777
1,2,5,0,225,52.04701383
11,3,8,2,222,61.93552644
12,1,3,2,224,11.67579519
8,5,2,1,226,20.13745534
0,7,12,1,220,51.26671768
11,1,11,2,226,87.58338499
5,5,8,1,229,73.4913359
20,1,8,1,226,63.28125753
8,7,1,2,223,69.86690676
1,1,5,1,229,96.25142665
2,3,7,1,211,26.34742251
20,5,4,0,226,59.96209588
15,5,12,1,223,15.79335157
11,3,7,1,215,38.55740668
5,2,6,1,238,95.54352675
8,5,4,1,234,39.32571231
22,6,6,2,217,86.78426124
20,7,6,2,230,78.87085018
20,6,2,0,231,77.55754207
22,1,7,2,230,79.64429558
22,7,1,1,222,68.06879286
18,6,7,0,228,45.61798655
23,6,12,2,224,83.30273272
15,3,6,1,235,66.56088002
11,2,1,1,230,54.49530814
3,2,12,2,215,75.67114023
17,6,7,1,227,93.04925703
14,3,9,1,233,68.02485438
12,4,3,1,229,41.51200923
6,2,1,0,236,78.52179876
7,2,1,2,220,38.25886149
15,1,3,0,220,19.76371579
2,4,10,1,235,66.76035307
10,4,6,2,227,71.77393972
13,6,5,0,235,91.71549982
8,3,5,0,229,99.36941279
13,7,5,0,219,38.54061604
15,5,5,1,227,14.03718624
4,4,2,2,223,79.14950766
18,2,3,1,229,73.25283377
0,6,7,2,238,47.47935118
17,7,3,2,230,42.42089891
1,6,6,0,223,79.25763159
23,7,12,2,223,82.98954082
16,3,5,1,228,12.76831331
5,3,8,0,220,27.42909537
13,4,3,0,221,18.23174058
2,2,10,2,215,80.92515366
9,3,8,2,219,75.75154896
11,4,4,1,213,25.78970335
5,2,10,2,233,89.15859777
22,3,11,2,218,74.45410381
17,6,2,2,217,54.45939038
20,4,7,1,222,84.00359891
16,2,6,1,232,43.15698977
8,6,1,1,228,27.97177257
6,6,8,2,223,83.87209155
14,6,4,0,232,30.27164343
17,6,5,0,223,44.51878574
7,2,10,2,231,12.99639074
7,7,7,0,224,73.60653922
11,7,6,1,235,26.59081013
18,3,10,0,229,95.30127153
8,7,7,1,228,70.98284019
13,3,8,1,220,11.07899193
11,2,7,1,226,78.74402936
3,7,9,0,222,40.91394048
0,2,11,1,221,83.5146909
14,3,5,2,219,81.54946614
23,6,12,1,231,28.40191172
0,7,5,2,235,14.50810729
22,7,11,0,213,37.30387829
17,2,4,1,221,79.11402136
8,7,9,0,224,42.57383939
0,1,9,2,233,56.53764737
12,3,3,1,229,52.7139573
7,5,12,1,221,20.51885978
22,6,11,1,219,61.88359749
2,4,6,1,225,74.03025053
1,4,8,0,233,40.60996439
16,7,5,2,222,20.24083837
13,5,8,2,222,59.36792642
5,1,4,2,228,93.56130909
14,1,1,2,230,73.91460782
6,2,5,2,216,41.39228275
5,3,1,2,227,60.43171212
22,3,10,1,229,57.589229
1,5,4,2,237,49.43552159
19,4,9,2,229,23.52108456
1,4,3,0,224,49.76678327
23,6,6,0,228,38.72465443
14,2,3,2,229,16.228754
8,7,6,1,226,36.57530025
22,4,12,0,231,70.53754267
17,3,3,1,225,43.61494508
19,3,2,2,232,63.82896338
11,3,12,2,220,52.11464826
1,7,3,1,231,75.73877906
9,7,4,1,232,11.13314146
8,1,8,2,224,52.68094098
17,5,1,2,216,80.24666441
5,3,9,1,232,24.65079306
15,2,9,2,217,27.59773964
9,7,8,0,228,79.63753942
1,5,2,2,232,29.35476524
13,4,4,2,221,39.70865421
2,1,10,0,226,67.3653789
7,3,6,1,211,40.08457909
0,2,1,2,219,35.34416673
4,6,6,2,229,71.52074783
8,1,6,1,235,45.25780591
13,3,10,1,224,21.89633436
14,4,12,1,222,60.6656458
23,4,3,2,232,76.22902667
22,7,2,0,218,49.37636274
23,3,7,1,224,19.19764817
17,5,6,2,227,32.53695055
14,3,9,2,233,78.62787717
16,4,2,1,216,88.02569354
8,4,4,2,233,86.35977992
23,1,11,0,218,35.77928747
8,7,10,1,223,13.16845107
18,5,1,2,218,98.72154047
0,2,6,1,216,52.76851825
19,3,3,2,218,22.01018196
9,1,11,2,237,35.13157725
18,3,6,2,236,90.19653811
21,7,10,1,221,70.04239383
16,4,6,2,226,36.24854129
7,2,5,1,218,19.35558866
8,6,9,0,231,27.91129523
1,4,9,0,214,63.04899858
20,1,3,1,218,94.59308792
2,3,3,0,224,65.55187301
21,3,12,1,219,45.92831425
21,4,8,1,222,78.43964229
2,4,6,2,223,26.45225888
15,4,8,2,222,39.80548572
12,1,10,0,231,74.342566
3,5,9,0,217,87.5880889
13,2,11,0,216,33.52996014
23,7,4,2,235,20.47909352
5,1,10,1,221,55.07789376
3,3,8,2,225,30.96265837
13,6,8,2,217,75.48152824
20,2,12,1,230,11.21364247
8,4,5,2,225,61.41767625
6,4,3,0,216,30.04225462
2,6,3,0,220,17.23433478
19,3,7,2,222,79.45830678
15,7,9,1,233,33.85008619
1,5,7,1,235,88.88416557
4,5,5,1,218,99.97491156
23,7,7,1,226,87.87884114
14,3,2,0,216,84.7177258
7,7,4,0,218,78.68794551
2,2,4,1,214,78.23321295
21,5,8,1,222,33.4828829
0,7,12,2,232,55.15545117
19,2,1,2,232,78.951497
1,5,2,0,227,37.88640421
10,1,3,1,225,63.7873478
7,6,3,2,218,39.21733068
17,5,2,1,234,83.17253542
0,7,7,0,233,27.11356279
23,5,11,1,224,15.96913288
17,2,10,2,223,39.31837663
17,7,9,2,220,47.60081246
10,6,1,0,220,25.613219
14,3,3,1,230,97.5739945
14,5,11,0,224,42.84981245
22,5,5,1,223,80.21828825
11,3,1,1,237,22.66714763
21,1,7,2,235,87.13265055
4,4,10,1,221,28.10101258
10,3,4,1,219,62.5647081
9,4,5,2,225,40.3587055
1,4,4,0,232,85.54354223
20,1,11,0,222,27.61381718
10,1,10,2,222,52.97307802
21,4,4,2,216,65.56952824
16,4,1,1,221,33.85830646
19,2,8,1,216,10.78699784
12,5,8,2,221,30.63435314
18,5,9,0,232,12.32412458
9,6,3,2,228,74.39342183
14,2,7,0,219,16.71708694
17,5,1,1,226,10.53428603
3,3,1,1,227,44.59667276
14,2,10,0,233,64.36317819
23,7,7,1,229,32.7182157
3,1,11,1,230,39.98179341
11,7,10,2,218,10.84353189
2,7,8,0,232,13.96407303
6,5,11,2,239,22.73255222
21,5,6,2,227,13.04986671
20,2,11,0,214,20.50594826
4,5,4,2,215,65.03802876
2,4,12,1,213,80.11389925
8,2,10,2,235,22.41238911
15,7,3,2,239,62.83691199
10,4,10,2,214,43.91323588
6,1,8,2,227,99.89585705
4,5,9,2,219,91.91780904
5,7,1,2,234,66.89361256
7,7,5,2,232,47.69738198
9,7,8,1,230,38.35027892
14,6,11,1,226,18.12964211
2,7,3,2,229,96.51493739
22,6,7,0,225,49.66406731
4,1,12,1,212,98.63736109
18,3,1,2,239,10.02706521
18,7,11,2,231,48.66868281
21,2,1,2,234,90.51597745
18,3,5,1,214,48.85832802
11,3,8,2,226,58.85167449
8,4,12,1,233,57.07252242
3,7,2,2,230,53.99251346
17,4,12,1,220,36.71246149
3,6,6,1,230,86.73843781
0,5,4,1,226,29.2206888
9,4,4,1,217,91.1719659
8,2,8,2,221,33.84961724
1,2,10,1,216,98.2342633
0,7,9,1,219,18.04380216
17,3,12,1,235,34.84185278
8,4,10,0,220,37.67317095
10,2,8,2,230,29.35637742
0,4,8,1,219,88.94905947
17,3,12,0,220,88.00382645
10,3,7,2,216,59.17159576
0,7,12,1,225,98.28088158
7,3,3,2,227,77.96611624
6,5,8,0,212,77.764754
21,5,4,2,221,90.92410053
9,3,8,0,223,37.86223041
9,6,4,0,222,49.69711451
22,2,10,2,234,41.85027858
7,4,4,2,221,40.72091128
13,6,1,2,225,72.61748758
11,5,2,2,226,21.41751967
12,5,3,1,219,94.42353194
3,7,3,2,223,60.47389519
7,7,9,2,219,87.00129842
10,2,8,0,228,34.90285746
9,1,10,0,226,42.95958329
0,6,9,0,231,51.3662826
6,7,11,0,224,18.03122105
13,6,5,1,215,82.6895228
16,3,1,1,232,30.1997725
16,3,2,2,226,23.38699593
8,7,10,1,225,99.30477
20,6,4,1,219,17.63457801
2,1,3,2,216,16.72411781
1,2,11,1,222,34.41212471
1,2,5,1,223,86.55709038
15,6,1,2,229,24.41361108
8,4,10,1,229,70.7431334
22,3,10,0,230,25.58443455
18,4,6,2,218,85.50306838
14,2,10,2,216,31.40448884
5,5,6,2,227,81.92361007
21,1,12,0,226,45.97802343
6,1,8,1,215,72.29662351
2,5,8,2,215,48.35345453
23,6,7,1,225,81.97351022
12,3,1,2,217,79.12325486
22,5,6,1,219,90.92449
17,3,10,1,224,15.44956813
5,7,8,2,226,80.07612668
5,4,10,2,230,69.91645836
13,6,10,2,218,26.7294942
7,6,7,1,228,33.9615951
8,5,11,2,233,64.77111606
18,6,9,1,232,75.82228138
22,5,1,2,223,67.11271478
6,1,12,2,231,86.08295904
1,4,10,0,219,14.10741973
8,4,4,1,215,39.09760015
2,7,4,1,230,44.50692162
4,2,1,0,236,84.04906743
1,5,9,2,225,34.88798784
5,2,8,2,237,88.28833574
17,4,11,1,218,66.61428359
6,7,6,1,219,44.56748905
19,3,5,0,237,86.28615636
10,4,6,2,230,36.27756717
15,2,11,1,227,77.98229812
13,7,12,2,228,29.36761078
1,3,8,0,225,81.37868625
4,5,11,2,230,52.626747
14,4,2,2,218,76.54867067
3,2,6,2,228,64.05898791
15,4,10,0,237,57.46362067
17,5,11,1,219,81.27800901
3,2,4,2,231,79.83517327
7,2,9,2,237,60.37360206
13,2,2,0,227,36.89257
