Hour_of_Day,Day_of_Week,Month,Consumption_Pattern,Voltage,Line_Voltage,Apparent_Power,Energy_Consumption_kWh,Television,Dryer,Oven,Microwave,Refrigerator,Datetime,Transaction_ID
12,3,1,2,213,221,1661,80.36597687,0,0,0,0,0,1/11/2023 12:38,37895
6,2,2,0,213,221,1922,81.93628596,1,0,1,1,0,2/11/2020 6:57,1415
6,3,12,2,223,228,1501,67.86678008,1,0,0,1,0,12/14/2022 6:57,36928
5,1,7,1,218,222,1710,74.68255306,0,0,1,0,0,7/3/2023 5:15,43809
17,1,3,0,218,227,1517,31.96916218,1,1,1,1,0,3/22/2021 17:45,15300
9,5,10,1,217,226,1907,69.96556107,0,1,1,0,1,10/1/2021 9:01,21897
12,6,2,1,220,223,1927,42.17146116,0,0,1,1,0,2/27/2021 12:36,14505
2,1,8,1,219,226,1673,91.37503261,1,0,0,1,1,8/8/2022 2:23,32538
12,5,5,1,213,222,1567,87.27628515,0,0,1,0,1,5/6/2022 12:16,29333
0,1,6,2,223,226,1703,94.84960308,1,1,0,1,1,6/28/2021 0:09,18631
18,7,8,0,227,230,1771,42.7124466,1,1,1,1,1,8/29/2021 18:12,20780
0,6,7,1,222,227,1511,40.31278205,0,0,1,1,1,7/10/2021 0:54,19043
1,2,11,0,232,232,1881,20.0559272,1,1,1,1,0,11/3/2020 1:03,10516
20,7,3,2,213,221,1744,14.78196272,0,1,0,0,1,3/28/2021 20:13,15509
8,1,11,2,218,221,1873,37.59873393,0,0,0,0,0,11/8/2021 8:04,23197
11,4,8,2,233,233,1866,93.20045566,1,1,0,1,0,8/26/2021 11:43,20668
11,3,4,1,231,231,1635,85.40910333,0,1,1,1,1,4/1/2020 11:39,3134
21,6,1,2,217,221,1918,28.7474154,1,0,0,0,0,1/9/2021 21:03,12839
5,1,5,1,233,238,1736,88.62701827,1,0,0,1,1,5/10/2021 5:06,16960
13,4,5,1,226,234,1963,96.43768512,1,0,1,0,1,5/26/2022 13:44,30020
14,7,1,1,229,229,1877,45.13671596,0,0,0,1,1,1/24/2021 14:15,13343
8,5,12,2,223,232,1571,74.61170882,0,0,0,1,0,12/17/2021 8:22,24533
13,5,10,2,221,227,1613,88.01379244,1,1,0,0,1,10/22/2021 13:48,22623
7,2,3,0,215,221,1655,10.81399967,1,1,1,0,1,3/29/2022 7:36,28025
15,4,10,2,220,226,1667,33.58897735,0,1,0,0,0,10/26/2023 15:34,47762
1,2,7,2,214,221,1930,66.42396518,1,0,0,0,0,7/13/2021 1:47,19147
16,6,1,2,225,226,1978,81.0714913,1,0,0,0,0,1/2/2021 16:39,12593
20,2,7,1,226,228,1914,54.65055097,0,0,1,1,0,7/11/2023 20:42,44105
22,7,8,1,227,235,1674,43.40981712,1,0,1,0,1,8/8/2021 22:32,20067
21,1,12,1,230,237,1607,92.27949171,1,0,0,0,1,12/5/2022 21:49,36641
10,7,2,0,228,237,1795,69.52146797,1,1,1,1,0,2/19/2023 10:07,39227
6,3,12,2,224,228,1941,30.0956945,1,0,0,1,0,12/21/2022 6:27,37167
15,4,12,2,233,238,1962,21.15335171,0,1,0,1,1,12/8/2022 15:00,36734
2,6,9,1,233,238,1832,38.2403409,1,0,0,0,1,9/5/2020 2:06,8497
21,7,11,1,235,235,1635,44.492965,0,0,1,0,0,11/19/2023 21:57,48593
9,5,3,2,226,230,1560,78.63756664,0,0,0,1,0,3/27/2020 9:42,2960
5,1,10,2,220,225,1626,62.63202056,0,1,0,1,1,10/17/2022 5:02,34939
19,5,10,2,231,233,1817,41.85681658,1,1,0,1,0,10/23/2020 19:04,10165
4,5,6,1,220,227,1661,65.80391804,1,0,0,0,1,6/23/2023 4:52,43466
17,3,10,1,224,228,1858,47.87579726,0,0,1,0,0,10/6/2021 17:16,22080
13,3,12,1,225,228,1608,42.75511668,1,0,0,0,1,12/14/2022 13:15,36937
10,3,2,1,226,231,1774,92.49461935,0,0,0,1,1,2/8/2023 10:37,38851
10,2,11,1,216,223,1963,56.28210376,0,0,1,1,1,11/22/2022 10:02,36179
13,5,6,2,219,221,1847,29.45304861,1,1,0,1,0,6/26/2020 13:39,6082
12,4,10,0,227,229,1667,90.95278394,0,1,1,0,0,10/13/2022 12:44,34813
19,5,9,0,225,232,1850,27.32889586,1,0,1,1,0,9/9/2022 19:17,33658
0,7,4,2,220,222,1543,20.9281251,0,1,0,0,1,4/24/2022 0:19,28905
8,2,5,1,217,224,1909,97.96117186,1,0,1,0,1,5/30/2023 8:18,42649
1,5,11,0,228,234,1697,78.77920694,1,1,1,1,0,11/13/2020 1:26,10859
12,5,2,0,225,233,1854,19.58504042,1,0,1,0,0,2/14/2020 12:02,1525
13,1,1,0,231,232,1959,15.48228885,1,1,1,1,1,1/24/2022 13:02,25841
12,6,3,1,229,235,1927,36.70307866,0,0,1,1,1,3/4/2023 12:05,39675
17,7,5,2,226,232,1811,63.53210092,0,0,0,1,0,5/24/2020 17:56,4958
19,5,7,2,226,232,1823,78.68073937,0,0,0,0,0,7/2/2021 19:47,18796
10,3,7,2,221,230,1512,26.14143033,1,0,0,1,0,7/5/2023 10:31,43885
10,2,10,1,235,238,1799,51.32504204,0,0,1,0,1,10/17/2023 10:07,47446
5,3,3,2,237,238,1683,64.70377706,1,0,0,0,0,3/25/2020 5:08,2885
0,4,7,1,222,224,1818,98.76589999,1,0,0,1,1,7/20/2023 0:13,44384
4,1,9,1,213,220,1721,98.62725554,0,0,1,0,0,9/27/2021 4:48,21754
19,7,10,0,229,234,1559,25.07467008,1,0,1,0,0,10/29/2023 19:58,47871
15,7,1,2,227,236,1857,60.6836496,0,1,0,0,0,1/1/2023 15:04,37556
20,1,7,1,231,237,1947,21.09290727,1,0,0,1,1,7/13/2020 20:31,6674
8,7,10,2,217,224,1576,24.72683866,1,1,0,1,0,10/30/2022 8:24,35389
23,3,10,1,217,226,1942,67.01516133,0,1,1,0,1,10/11/2023 23:04,47259
1,1,11,1,215,220,1565,26.72929667,0,1,1,1,1,11/23/2020 1:49,11202
0,5,10,2,226,231,1943,11.67804042,1,1,0,0,1,10/22/2021 0:29,22604
18,7,2,1,211,220,1526,98.56693948,1,0,0,1,1,2/23/2020 18:53,1843
4,4,9,2,228,235,1814,70.1278402,1,1,0,0,1,9/21/2023 4:05,46547
15,2,1,1,219,226,1873,66.9975485,1,0,0,0,1,1/19/2021 15:49,13174
4,7,5,0,227,230,1985,52.55093215,1,1,1,0,0,5/28/2023 4:27,42575
14,4,10,2,218,222,1808,78.3328466,0,0,0,0,0,10/6/2022 14:38,34576
19,5,12,2,226,231,1960,27.75649695,0,1,0,0,0,12/4/2020 19:32,11604
22,3,4,1,230,235,1678,87.20963793,0,0,1,1,1,4/27/2022 22:56,29040
0,5,1,1,221,223,1563,59.73318205,0,0,0,1,1,1/21/2022 0:14,25720
9,4,8,2,235,238,1539,64.24411817,1,0,0,0,0,8/10/2023 9:13,45116
4,7,11,2,224,231,1578,89.30185299,0,1,0,1,0,11/13/2022 4:35,35863
1,4,5,1,226,227,1613,16.7881963,0,0,1,1,1,5/26/2022 1:07,30002
20,7,9,1,214,221,1863,92.34052932,1,0,0,1,1,9/20/2020 20:33,9037
3,3,8,2,217,221,1633,58.84841844,0,0,0,1,0,8/24/2022 3:50,33088
10,3,5,2,232,232,1741,90.1001416,0,1,0,0,1,5/26/2021 10:03,17515
4,2,12,1,220,229,1963,17.89606283,0,0,1,0,1,12/1/2020 4:38,11480
5,3,5,1,227,229,1504,40.91218815,0,0,1,0,0,5/17/2023 5:39,42200
1,4,3,0,217,226,1590,13.17751368,1,1,1,1,0,3/30/2023 1:18,40550
5,7,9,2,222,229,1643,23.89151994,0,0,0,0,0,9/4/2022 5:26,33467
1,6,12,1,226,232,1627,99.93208227,1,0,1,1,1,12/4/2021 1:29,24078
8,1,3,0,239,239,1687,66.17433013,1,0,1,1,0,3/29/2021 8:08,15526
10,5,4,1,223,225,1540,58.31951086,1,0,0,1,1,4/23/2021 10:08,16385
15,7,2,1,222,225,1952,98.86708992,1,0,1,1,1,2/20/2022 15:23,26769
22,7,3,2,232,234,1904,14.66434232,1,0,0,1,0,3/28/2021 22:19,15512
4,7,5,0,230,232,1927,48.40077701,0,1,1,0,0,5/21/2023 4:57,42336
5,7,1,0,224,229,1764,46.69236099,0,1,1,1,0,1/3/2021 5:57,12612
10,5,3,1,217,226,1988,15.10598601,0,1,1,1,1,3/26/2021 10:45,15427
7,7,7,0,218,224,1764,76.16428021,0,1,1,1,0,7/9/2023 7:01,44017
13,5,3,1,224,233,1997,41.07314721,0,0,0,1,1,3/13/2020 13:31,2486
5,6,4,0,239,239,1942,30.42565761,1,1,1,1,1,4/10/2021 5:22,15933
12,3,9,2,229,233,1714,55.81042937,0,1,0,1,0,9/2/2020 12:26,8409
15,4,11,0,225,234,1718,64.48787479,1,0,1,1,0,11/17/2022 15:06,36015
6,5,6,2,217,226,1972,22.77907228,0,1,0,0,1,6/23/2023 6:59,43469
12,4,3,1,214,223,1978,47.14470258,1,0,0,0,1,3/31/2022 12:52,28101
15,3,5,2,236,238,1925,47.83771706,0,0,0,0,0,5/31/2023 15:51,42694
3,4,2,1,215,220,1883,99.29994862,0,0,1,0,1,2/6/2020 3:36,1239
22,5,12,0,232,239,1521,91.38624947,1,0,1,0,0,12/11/2020 22:32,11848
3,3,9,0,230,233,1830,73.46547691,0,1,1,0,0,9/29/2021 3:45,21821
13,5,10,2,234,238,1819,80.2320656,0,1,0,0,0,10/6/2023 13:25,47074
16,4,8,2,226,227,1967,61.54453378,1,1,0,1,1,8/31/2023 16:49,45846
13,6,5,1,217,224,1518,77.48261082,0,0,1,1,1,5/29/2021 13:02,17622
3,5,2,2,223,224,1596,50.5626323,0,1,0,1,1,2/21/2020 3:07,1752
18,7,10,0,214,222,1611,40.16931057,0,1,1,1,0,10/15/2023 18:52,47390
9,6,10,1,214,221,1672,18.75288797,1,0,0,1,1,10/22/2022 9:47,35117
9,7,6,2,216,225,1532,40.45743181,0,1,0,1,1,6/4/2023 9:33,42822
7,6,7,2,218,225,1628,82.28673767,0,1,0,1,1,7/8/2023 7:54,43984
5,6,8,1,215,221,1884,72.96150474,0,0,0,1,1,8/15/2020 5:02,7782
9,4,9,2,216,222,1832,57.69557034,0,1,0,1,1,9/3/2020 9:28,8439
23,1,8,1,229,230,1881,56.02758422,0,0,0,0,1,8/21/2023 23:26,45513
3,4,3,1,233,236,1597,76.78637663,0,1,1,1,1,3/23/2023 3:12,40313
12,5,1,1,218,223,1550,28.24003664,0,0,1,1,1,1/3/2020 12:58,88
22,3,12,1,223,232,1857,88.76157486,0,1,1,0,1,12/21/2022 22:34,37190
17,7,8,2,217,223,1791,33.66370067,0,1,0,0,0,8/30/2020 17:09,8313
16,1,2,2,221,228,1749,26.86280607,0,0,0,0,0,2/6/2023 16:34,38791
10,1,5,1,221,226,1754,79.76379353,1,0,0,1,1,5/2/2022 10:09,29193
17,3,9,1,219,222,1636,97.75350888,0,1,1,0,1,9/16/2020 17:44,8896
8,6,6,2,228,237,1631,58.13132769,1,0,0,1,0,6/24/2023 8:54,43506
5,6,4,2,237,239,1528,97.16424312,1,1,0,0,1,4/9/2022 5:00,28398
17,4,8,1,225,229,1647,79.59468283,1,0,1,1,1,8/6/2020 17:05,7491
15,2,2,1,225,234,1671,73.86927627,1,0,0,1,1,2/4/2020 15:09,1187
13,7,6,2,223,231,1831,41.30472119,0,0,0,0,0,6/19/2022 13:06,30841
12,1,6,0,225,229,1937,41.42314682,1,1,1,1,0,6/12/2023 12:22,43100
4,7,10,2,234,238,1799,11.64615153,0,1,0,1,0,10/17/2021 4:09,22438
3,4,12,1,222,223,1695,44.29947134,0,1,1,1,1,12/9/2021 3:26,24252
16,2,10,1,229,237,1857,69.52732327,0,1,1,0,1,10/12/2021 16:56,22285
17,7,1,2,220,220,1915,22.16125777,1,1,0,0,1,1/12/2020 17:43,403
20,6,8,1,225,227,1793,69.61071997,0,1,1,0,1,8/6/2022 20:57,32496
13,6,9,1,225,231,1788,85.75247236,0,0,1,0,0,9/18/2021 13:21,21458
21,2,6,0,222,230,1715,83.46058643,1,1,1,1,0,6/9/2020 21:29,5511
17,6,9,1,231,233,1764,89.7550726,0,0,1,1,1,9/4/2021 17:52,20985
22,6,5,1,221,225,1513,51.4587709,0,1,1,1,1,5/2/2020 22:25,4211
22,3,3,1,231,235,1981,80.87499912,0,0,1,1,1,3/2/2022 22:46,27122
16,2,12,1,219,221,1881,85.22151998,0,0,1,1,0,12/8/2020 16:45,11737
4,3,4,1,225,228,1566,34.91442399,0,0,1,1,0,4/5/2023 4:28,40760
14,6,8,0,230,231,1846,23.65324756,1,1,1,0,1,8/12/2023 14:29,45192
3,4,11,0,222,223,1755,16.74483462,0,1,1,1,0,11/10/2022 3:00,35758
23,4,7,2,230,231,1930,25.78762205,0,1,0,0,1,7/15/2021 23:09,19246
2,6,8,2,220,227,1669,95.85299052,1,1,0,0,0,8/19/2023 2:04,45414
10,5,5,1,218,225,1873,54.76379364,0,0,1,1,1,5/15/2020 10:22,4639
9,4,6,1,212,221,1973,97.80169134,0,1,1,1,1,6/23/2022 9:36,30973
17,4,7,1,236,238,1999,29.79405767,0,0,0,0,1,7/14/2022 17:54,31704
16,7,12,2,220,227,1651,55.45216456,0,1,0,1,0,12/12/2021 16:14,24373
12,6,12,1,232,239,1900,82.10551928,0,0,0,0,1,12/3/2022 12:21,36559
9,1,2,2,214,220,1880,65.60230672,0,1,0,1,1,2/22/2021 9:15,14329
10,3,4,0,218,227,1631,76.88412412,1,1,1,1,1,4/13/2022 10:38,28543
21,6,7,1,217,221,1607,38.31711732,0,1,1,0,1,7/18/2020 21:46,6847
19,1,3,2,228,236,1971,18.99404927,1,1,0,1,1,3/23/2020 19:30,2837
19,4,6,0,219,221,1628,89.90825909,0,1,1,0,0,6/1/2023 19:53,42734
11,1,4,2,228,229,1608,53.73598685,1,1,0,1,0,4/4/2022 11:29,28236
16,7,10,2,217,224,1983,92.396058,1,1,0,0,0,10/8/2023 16:34,47147
15,2,2,1,233,236,1693,31.17112068,1,0,0,0,1,2/1/2022 15:09,26118
1,6,6,2,223,223,1784,27.72886745,0,1,0,1,0,6/19/2021 1:00,18324
20,1,11,2,225,228,1812,43.5321005,0,1,0,1,1,11/15/2021 20:53,23455
5,4,8,1,233,239,1789,48.7694919,0,0,1,0,0,8/27/2020 5:04,8193
8,7,12,1,213,221,1544,75.79542318,1,0,1,1,1,12/19/2021 8:43,24602
13,4,3,0,238,238,1747,71.45046946,0,1,1,1,0,3/23/2023 13:01,40327
1,3,3,2,237,237,1811,73.81032726,0,1,0,0,0,3/4/2020 1:03,2160
15,6,8,1,233,237,1874,38.40743359,0,0,1,0,0,8/7/2021 15:41,20023
7,1,10,2,220,221,1617,13.57223299,0,0,0,1,0,10/11/2021 7:18,22237
5,6,12,1,236,239,1977,54.4793612,0,0,1,1,0,12/11/2021 5:53,24324
21,6,2,2,224,230,1728,55.79046837,1,0,0,1,0,2/11/2023 21:19,38969
13,6,10,2,227,236,1842,47.60121757,1,1,0,0,1,10/31/2020 13:29,10431
6,3,1,1,226,230,1552,19.8138825,0,0,1,0,1,1/18/2023 6:32,38126
17,4,1,1,219,222,1877,58.59415206,0,1,1,0,1,1/20/2022 17:55,25711
9,3,5,1,236,239,1694,68.33134844,0,0,0,1,1,5/25/2022 9:00,29979
21,2,9,1,213,220,1775,67.83293825,1,0,1,0,1,9/27/2022 21:48,34278
8,5,11,1,232,232,1597,21.8378319,0,1,1,1,1,11/26/2021 8:29,23814
11,4,5,1,218,223,1914,89.57070963,1,0,1,0,1,5/6/2021 11:24,16832
13,3,12,2,222,229,1510,72.33455125,1,1,0,0,0,12/1/2021 13:13,23992
10,2,6,0,228,233,1894,47.90069491,0,1,1,1,0,6/2/2020 10:46,5256
11,4,3,2,237,238,1857,78.48659801,0,1,0,0,0,3/9/2023 11:56,39846
23,6,12,2,216,222,1628,22.48099272,0,1,0,0,0,12/4/2021 23:55,24110
13,4,11,1,226,235,1835,73.75012257,0,0,0,1,1,11/30/2023 13:03,48957
23,2,4,0,231,238,1784,95.68614105,1,1,1,1,0,4/5/2022 23:13,28287
8,7,7,2,231,231,1773,68.8681647,0,1,0,0,0,7/4/2021 8:14,18848
8,3,8,2,223,232,1694,67.82174907,0,1,0,0,0,8/5/2020 8:51,7445
23,5,9,2,224,226,1623,23.07899254,1,1,0,0,1,9/25/2020 23:53,9213
13,4,2,1,236,237,1699,27.09646218,0,0,0,0,1,2/11/2021 13:15,13958
19,4,4,2,224,230,1675,89.49534135,1,1,0,1,0,4/30/2020 19:16,4138
14,3,8,1,225,228,1546,65.240138,0,0,1,0,0,8/19/2020 14:09,7932
1,7,1,2,215,220,1821,61.06955522,0,0,0,0,0,1/22/2023 1:38,38256
6,3,5,1,226,232,1732,45.06633035,0,0,0,1,1,5/20/2020 6:00,4804
13,7,2,2,230,238,1545,34.01755237,0,0,0,0,0,2/23/2020 13:59,1836
18,6,7,0,225,234,1828,84.99526092,1,1,1,0,0,7/18/2020 18:16,6842
16,6,3,0,232,237,1550,67.61910536,1,0,1,1,0,3/18/2023 16:41,40161
13,6,1,2,225,225,1794,21.39683585,0,1,0,1,0,1/30/2021 13:13,13547
10,7,5,1,230,234,1905,10.07369261,1,0,0,0,1,5/15/2022 10:43,29639
18,2,5,1,225,226,1822,55.73905391,1,0,0,1,1,5/18/2021 18:26,17253
19,6,1,1,217,220,1667,86.72084551,0,0,1,0,0,1/4/2020 19:06,131
5,6,9,0,227,229,1618,34.64196362,1,0,1,0,0,9/3/2022 5:36,33433
13,1,6,1,223,224,1935,68.82956621,0,0,1,1,1,6/1/2020 13:03,5225
10,6,4,1,221,221,1722,13.93410097,0,1,1,1,1,4/16/2022 10:07,28645
20,6,2,1,221,224,1842,99.78692944,0,1,1,0,1,2/20/2021 20:07,14276
15,1,1,1,224,228,1955,26.08799754,0,1,1,0,1,1/24/2022 15:50,25845
9,2,12,0,239,239,1692,33.05771519,0,1,1,1,0,12/13/2022 9:14,36897
13,7,9,2,212,220,1515,17.2810884,0,1,0,0,1,9/10/2023 13:41,46184
16,3,5,1,229,233,1736,71.50654887,1,0,1,1,1,5/17/2023 16:51,42216
5,6,5,1,227,227,1773,69.54389145,1,0,0,1,1,5/2/2020 5:36,4187
6,3,3,1,220,225,1573,18.31999129,0,0,1,0,1,3/8/2023 6:30,39804
5,3,7,1,222,227,1727,69.21605364,1,0,0,1,1,7/21/2021 5:18,19426
15,1,10,0,213,222,1876,94.24690605,1,1,1,0,0,10/18/2021 15:54,22489
23,5,11,1,215,221,1923,35.1454156,0,0,0,1,1,11/17/2023 23:42,48527
20,1,9,1,232,236,1847,34.52596634,1,0,0,0,1,9/5/2022 20:41,33523
4,5,12,1,222,223,1587,24.92181424,1,0,1,0,1,12/18/2020 4:31,12062
8,2,4,1,226,234,1569,62.41487245,1,0,0,1,1,4/12/2022 8:00,28505
10,1,5,2,220,221,1565,66.05384215,1,1,0,1,0,5/1/2023 10:30,41659
6,6,4,1,231,231,1836,13.13647999,0,0,0,1,1,4/18/2020 6:37,3709
19,4,4,0,226,227,1782,70.09135579,1,0,1,0,0,4/16/2020 19:34,3659
8,5,1,2,221,229,1981,71.1466431,0,1,0,0,1,1/24/2020 8:39,801
8,1,4,2,227,233,1800,86.7819832,0,1,0,0,1,4/12/2021 8:31,16006
5,1,1,1,230,231,1722,18.32882248,0,0,1,1,0,1/20/2020 5:08,659
23,2,7,1,223,225,1931,97.46860998,0,0,1,0,1,7/5/2022 23:39,31404
6,7,1,1,228,228,1956,49.1627183,1,0,0,0,1,1/30/2022 6:23,26037
14,1,10,1,231,233,1516,79.84359852,0,1,1,0,1,10/19/2020 14:51,10022
12,1,11,1,223,232,1840,71.48319545,0,0,0,0,1,11/14/2022 12:07,35908
7,2,8,2,214,221,1603,17.40075185,1,0,0,1,0,8/30/2022 7:00,33298
4,6,7,1,224,232,1761,15.18438724,1,0,0,1,1,7/31/2021 4:59,19768
6,7,12,1,230,236,1524,25.5374519,0,0,1,1,0,12/5/2021 6:13,24119
23,2,4,1,216,220,1603,32.41812379,0,0,1,0,1,4/18/2023 23:57,41233
8,2,3,1,228,233,1667,66.49657813,1,0,1,1,1,3/9/2021 8:04,14841
5,5,8,0,227,228,1755,25.58236426,1,1,1,1,1,8/6/2021 5:21,19974
0,5,6,1,212,220,1663,34.90993485,0,0,1,0,1,6/4/2021 0:05,17809
1,7,6,2,225,226,1876,95.5694031,1,1,0,1,1,6/25/2023 1:43,43530
1,2,1,2,217,221,1766,33.53927746,1,1,0,0,0,1/4/2022 1:45,25140
21,4,3,1,228,236,1592,29.45377058,0,1,1,1,1,3/3/2022 21:54,27155
0,3,7,2,223,230,1702,17.37647769,1,1,0,1,0,7/27/2022 0:56,32125
3,2,1,2,216,225,1828,79.7138356,1,1,0,0,0,1/12/2021 3:42,12917
2,2,10,1,212,221,1730,80.43143235,0,0,0,1,1,10/17/2023 2:24,47435
13,1,7,2,230,233,1541,60.19176603,0,0,0,0,0,7/25/2022 13:12,32074
19,4,9,1,238,238,1682,33.83377452,0,0,0,1,1,9/1/2022 19:58,33385
1,1,10,0,224,225,1611,72.255169,1,1,1,0,1,10/26/2020 1:44,10243
4,3,1,1,226,229,1966,25.29116219,1,0,1,0,1,1/19/2022 4:47,25658
23,4,3,1,230,233,1749,97.13913012,1,0,0,1,1,3/19/2020 23:00,2705
21,5,1,2,222,222,1877,95.71331115,1,1,0,1,0,1/15/2021 21:25,13045
10,4,4,1,215,220,1919,29.17980107,1,0,0,0,1,4/29/2021 10:30,16591
4,3,4,2,228,228,1823,47.44702859,1,0,0,1,0,4/21/2021 4:10,16308
13,3,1,1,229,238,1621,13.88499485,0,0,1,0,0,1/22/2020 13:12,739
0,5,8,0,221,228,1532,99.64835617,1,1,1,1,0,8/27/2021 0:20,20686
10,2,6,1,232,232,1508,91.4053732,0,0,1,1,1,6/30/2020 10:51,6215
7,5,8,1,215,221,1843,10.35972625,0,0,0,1,1,8/25/2023 7:20,45627
10,1,8,1,238,239,1676,70.41759551,1,0,1,1,1,8/8/2022 10:47,32550
19,5,2,2,219,224,1957,35.46972313,0,1,0,0,1,2/26/2021 19:47,14481
13,7,9,1,237,239,1502,72.89538716,1,0,1,0,1,9/25/2022 13:44,34198
7,5,2,1,223,225,1648,47.08840639,0,0,1,0,1,2/12/2021 7:28,13984
14,1,11,0,227,231,1825,73.15547027,1,1,1,0,0,11/15/2021 14:35,23446
5,1,1,1,232,234,1791,57.85852474,0,0,0,0,1,1/4/2021 5:47,12646
5,2,9,0,229,233,1805,70.71791563,1,0,1,0,0,9/6/2022 5:05,33535
7,3,3,1,223,225,1974,19.78752106,0,0,1,1,0,3/11/2020 7:33,2409
16,7,6,2,223,228,1588,26.71087049,0,1,0,1,0,6/6/2021 16:34,17901
17,2,1,2,231,237,1887,42.00625704,0,1,0,1,1,1/26/2021 17:25,13416
12,6,7,1,237,238,1860,77.24009127,1,0,0,1,1,7/10/2021 12:48,19060
10,7,10,1,229,232,1714,19.62672144,1,0,1,1,1,10/4/2020 10:26,9502
5,5,5,1,217,222,1748,78.88286396,0,0,0,1,1,5/6/2022 5:16,29323
11,6,3,0,232,239,1722,14.54797383,0,1,1,1,0,3/13/2021 11:35,14983
10,2,11,1,229,238,1908,35.93461506,0,1,1,1,1,11/16/2021 10:12,23474
10,2,2,1,218,227,1923,95.96109167,1,0,0,1,1,2/1/2022 10:57,26112
19,6,2,0,227,232,1851,46.12666061,1,1,1,0,0,2/12/2022 19:34,26501
8,3,12,0,220,227,1976,53.48450501,1,1,1,0,1,12/15/2021 8:00,24464
4,5,1,0,219,225,1892,27.99221868,1,1,1,0,0,1/29/2021 4:59,13501
10,1,8,2,229,229,1563,94.48305553,0,0,0,0,0,8/2/2021 10:15,19844
17,2,9,1,230,239,1578,37.56113743,0,0,1,0,0,9/20/2022 17:24,34032
22,2,12,1,225,229,1985,20.0109143,0,1,1,1,1,12/22/2020 22:02,12224
12,1,6,1,218,227,1705,34.80291772,1,0,1,1,1,6/29/2020 12:25,6183
7,6,7,0,225,227,1906,85.23495465,1,1,1,1,1,7/23/2022 7:56,31998
4,6,7,0,217,223,1718,67.03563523,1,1,1,0,1,7/3/2021 4:12,18808
4,3,11,2,230,238,1664,87.73027925,1,1,0,1,0,11/1/2023 4:01,47951
8,1,10,0,220,220,1619,17.09249891,1,0,1,1,0,10/17/2022 8:32,34944
14,3,10,1,223,224,1951,15.23633994,1,0,1,1,1,10/6/2021 14:28,22076
1,3,10,2,224,226,1843,11.46765329,0,1,0,1,0,10/4/2023 1:08,46988
20,3,7,1,231,234,1606,93.58989219,0,0,0,1,1,7/28/2021 20:13,19687
2,3,3,1,226,230,1833,13.77241856,0,1,1,0,1,3/2/2022 2:27,27093
10,6,5,0,217,222,1749,64.38929337,0,1,1,1,0,5/29/2021 10:56,17619
23,2,3,1,221,230,1662,78.65941319,0,0,1,1,0,3/8/2022 23:08,27328
9,4,2,1,237,237,1720,46.2691937,1,0,0,1,1,2/9/2023 9:45,38884
9,6,1,1,232,234,1883,19.8927979,0,0,1,1,0,1/30/2021 9:01,13541
22,5,7,2,223,223,1502,16.77608214,0,0,0,0,0,7/1/2022 22:57,31266
7,7,7,1,222,223,1999,21.47422612,0,0,1,1,0,7/18/2021 7:55,19327
17,3,11,1,228,237,1824,83.94786663,0,1,1,1,1,11/25/2020 17:35,11293
23,5,1,0,221,225,1597,38.22079394,1,1,1,1,1,1/3/2020 23:28,103
16,6,2,2,224,228,1880,76.05720117,1,1,0,0,0,2/26/2022 16:27,26976
22,1,3,2,218,224,1956,84.44995015,1,1,0,1,1,3/27/2023 22:08,40477
9,3,1,2,218,223,1833,51.7526748,0,0,0,1,0,1/29/2020 9:11,973
5,2,10,1,214,220,1500,96.76804202,0,0,1,0,0,10/19/2021 5:55,22509
11,7,8,2,230,231,1510,65.75413061,0,0,0,1,0,8/6/2023 11:18,44982
4,2,12,2,221,227,1991,80.06150998,0,1,0,1,1,12/7/2021 4:29,24185
1,2,5,0,226,233,1698,18.92313993,1,1,1,1,1,5/31/2022 1:39,30174
12,1,7,0,219,222,1954,18.50718053,1,1,1,1,1,7/3/2023 12:16,43819
18,7,11,0,218,221,1948,62.81051024,0,1,1,0,0,11/22/2020 18:48,11192
1,5,11,0,228,228,1823,58.52454586,1,1,1,1,1,11/10/2023 1:46,48256
6,5,4,1,224,228,1719,58.76302075,1,0,0,0,1,4/23/2021 6:37,16380
8,7,6,2,222,222,1946,43.71967083,1,1,0,1,0,6/14/2020 8:00,5663
2,2,11,0,227,236,1895,57.30151993,1,1,1,0,0,11/30/2021 2:53,23943
4,7,2,2,219,227,1664,72.01551595,1,0,0,0,0,2/23/2020 4:10,1822
6,6,10,1,233,238,1952,54.26822421,0,0,1,0,1,10/2/2021 6:44,21928
9,6,11,0,225,225,1734,89.77922567,1,0,1,1,0,11/21/2020 9:10,11144
11,2,9,0,231,235,1993,51.42761242,1,1,1,0,1,9/21/2021 11:26,21558
16,3,8,0,226,228,1550,48.47702909,1,1,1,1,1,8/25/2021 16:06,20640
2,6,11,1,223,232,1578,55.23139342,0,0,0,1,1,11/4/2023 2:48,48052
14,3,9,1,228,233,1518,68.25787876,0,0,1,1,0,9/9/2020 14:02,8651
15,4,5,2,218,224,1749,44.17371879,1,1,0,0,0,5/26/2022 15:50,30023
1,6,1,0,228,235,1685,48.82493386,1,1,1,1,1,1/7/2023 1:25,37742
21,1,4,2,222,229,1909,75.27836008,1,1,0,1,1,4/17/2023 21:19,41195
23,5,12,1,227,230,1902,47.67705948,0,0,0,0,1,12/30/2022 23:07,37499
7,7,1,1,217,222,1560,21.62954538,1,0,1,1,1,1/9/2022 7:12,25319
