Datetime,Transaction_ID,Television,Dryer,Oven,Refrigerator,Microwave,Line Voltage,Voltage,Apparent Power,Energy Consumption (kWh),Month,Day of the Week,Hour of the Day,Offloading Decision
11/23/2022 2:52,36203,1,1,1,0,1,222,216,1912,16.41505172,November,Wednesday,2,Remote
9/23/2021 9:00,21623,0,1,1,0,1,234,228,1867,38.41997214,September,Thursday,9,Remote
10/4/2023 11:39,47003,1,1,1,0,0,230,221,1885,33.40080753,October,Wednesday,11,Remote
6/23/2022 5:24,30967,0,1,0,1,1,221,221,1874,61.74187157,June,Thursday,5,Remote
1/22/2020 3:23,725,1,1,0,1,0,229,226,1670,75.64592469,January,Wednesday,3,Remote
3/30/2023 9:43,40562,0,1,1,0,0,228,223,1894,67.59653271,March,Thursday,9,Remote
9/8/2022 2:39,33600,1,1,1,1,1,221,216,1874,44.95705394,September,Thursday,2,Remote
5/12/2022 6:20,29530,0,0,1,0,1,234,225,1595,49.6345368,May,Thursday,6,Remote
10/23/2020 20:28,10167,1,0,1,0,1,233,233,1644,61.38827883,October,Friday,20,Remote
6/24/2021 3:39,18499,0,1,1,0,0,225,225,1578,23.71778432,June,Thursday,3,Remote
4/17/2021 18:52,16192,0,0,1,1,1,235,229,1540,72.61774342,April,Saturday,18,Remote
4/1/2021 2:42,15621,1,0,1,0,0,224,216,1685,38.43193751,April,Thursday,2,Remote
9/27/2023 10:03,46761,1,0,1,0,1,231,224,1940,47.37661403,September,Wednesday,10,Remote
11/29/2021 23:23,23938,0,0,0,0,1,234,225,1554,28.01998274,November,Monday,23,Remote
5/15/2022 23:20,29657,0,0,1,0,0,232,231,1553,26.75743526,May,Sunday,23,Remote
4/12/2020 22:22,3526,1,1,1,0,0,233,225,1633,29.23001553,April,Sunday,22,Remote
8/26/2020 8:44,8164,1,0,0,0,1,231,228,1531,78.61605112,August,Wednesday,8,Remote
10/21/2021 2:04,22572,0,0,1,1,1,230,229,1528,46.7267363,October,Thursday,2,Remote
12/2/2021 20:45,24037,1,0,0,1,0,221,219,1536,88.48628691,December,Thursday,20,Remote
4/1/2023 14:58,40638,0,0,0,0,0,228,219,1976,47.81958245,April,Saturday,14,Remote
5/9/2023 3:31,41923,1,0,0,0,0,222,218,1557,11.90649189,May,Tuesday,3,Remote
6/28/2022 4:32,31137,1,0,1,1,1,232,226,1649,36.43125697,June,Tuesday,4,Remote
4/28/2020 13:18,4061,0,1,1,1,0,230,228,1788,67.0536768,April,Tuesday,13,Remote
8/13/2023 1:41,45208,0,1,1,1,1,233,227,1739,52.35420336,August,Sunday,1,Remote
4/12/2020 0:38,3495,1,0,0,0,1,239,235,1781,26.62340632,April,Sunday,0,Remote
4/9/2020 22:53,3424,1,0,0,1,1,232,224,1688,93.87793165,April,Thursday,22,Remote
9/6/2023 1:04,46029,0,1,0,0,0,222,221,1779,83.28950065,September,Wednesday,1,Remote
3/19/2023 13:00,40190,1,0,1,1,1,237,229,1660,73.26832795,March,Sunday,13,Remote
3/28/2021 2:42,15484,1,0,1,1,0,226,225,1821,93.04031037,March,Sunday,2,Remote
11/17/2021 18:26,23520,0,0,1,0,1,223,220,1594,21.91997366,November,Wednesday,18,Remote
9/18/2021 0:45,21440,0,0,1,1,1,221,212,1567,87.54577302,September,Saturday,0,Remote
11/12/2023 21:03,48352,0,1,0,0,0,237,235,1842,83.52509094,November,Sunday,21,Remote
7/16/2021 6:52,19257,1,0,1,0,1,239,232,1944,79.77450917,July,Friday,6,Remote
7/1/2022 6:07,31242,1,1,0,0,0,230,225,1648,15.10301265,July,Friday,6,Remote
11/19/2021 15:59,23585,1,1,0,1,0,220,217,1642,81.31066743,November,Friday,15,Remote
2/27/2023 6:38,39496,0,1,0,1,1,221,219,1764,40.57281797,February,Monday,6,Remote
10/26/2020 15:03,10262,0,1,1,0,1,225,217,1660,15.7616036,October,Monday,15,Remote
2/5/2021 10:05,13748,1,1,0,1,1,222,213,1757,65.49766649,February,Friday,10,Remote
5/30/2022 21:27,30168,0,0,0,0,1,221,212,1765,59.24601131,May,Monday,21,Remote
2/13/2020 5:54,1482,1,1,0,1,0,234,228,1757,64.53690527,February,Thursday,5,Remote
7/21/2022 8:17,31930,0,0,1,0,1,225,225,1525,38.25145919,July,Thursday,8,Remote
4/21/2021 1:22,16304,1,1,1,1,0,233,229,1881,89.5088308,April,Wednesday,1,Remote
3/18/2021 17:44,15163,0,0,0,1,1,238,231,1742,27.89379908,March,Thursday,17,Remote
9/15/2021 11:46,21353,0,1,0,1,1,224,216,1507,20.00022302,September,Wednesday,11,Remote
2/19/2022 17:39,26738,1,1,1,0,0,227,222,1928,61.65141897,February,Saturday,17,Remote
7/26/2020 5:40,7098,1,1,0,0,0,222,213,1611,43.71329439,July,Sunday,5,Remote
4/2/2021 1:50,15654,0,0,0,0,0,227,225,1691,76.56493815,April,Friday,1,Remote
3/21/2020 7:14,2751,1,1,1,1,1,225,222,1547,16.88899052,March,Saturday,7,Remote
5/17/2023 12:39,42210,0,1,0,1,1,225,217,1647,30.93241411,May,Wednesday,12,Remote
7/28/2023 20:34,44687,1,1,1,0,1,239,232,1762,31.80125033,July,Friday,20,Remote
2/15/2021 17:28,14101,1,0,1,0,1,228,223,1796,57.48450207,February,Monday,17,Remote
6/15/2021 12:55,18204,1,1,0,1,0,224,224,1543,37.74007429,June,Tuesday,12,Remote
7/11/2022 14:13,31596,1,0,0,1,0,227,224,1656,90.56084725,July,Monday,14,Remote
12/24/2021 8:33,24773,0,1,0,1,0,229,224,1981,69.48894517,December,Friday,8,Remote
7/20/2023 4:26,44390,1,0,0,0,0,229,223,1810,29.05456218,July,Thursday,4,Remote
7/5/2021 19:58,18899,1,0,0,0,1,226,217,1841,92.33209054,July,Monday,19,Remote
1/3/2023 6:18,37612,1,1,1,0,0,223,216,1629,33.85196628,January,Tuesday,6,Remote
8/18/2022 4:52,32884,1,1,1,1,1,228,221,1774,94.98769458,August,Thursday,4,Remote
12/23/2021 12:56,24745,1,0,1,1,1,227,220,1654,45.94348401,December,Thursday,12,Remote
8/29/2023 22:04,45785,1,0,0,1,0,220,215,1954,63.07953214,August,Tuesday,22,Remote
1/30/2021 0:36,13529,0,1,0,0,0,239,239,1753,14.50238468,January,Saturday,0,Remote
3/19/2023 17:13,40196,0,1,0,0,1,226,220,1920,27.55741431,March,Sunday,17,Remote
12/28/2021 9:16,24911,1,0,1,0,1,221,219,1935,63.68635021,December,Tuesday,9,Remote
8/4/2020 9:01,7411,1,1,0,1,1,237,236,1972,84.00772552,August,Tuesday,9,Remote
10/12/2022 3:47,34766,1,1,0,0,1,239,235,1996,43.07357054,October,Wednesday,3,Remote
1/31/2021 20:03,13591,0,0,1,1,0,221,215,1652,46.71912024,January,Sunday,20,Remote
8/13/2021 16:46,20230,0,0,0,1,0,236,236,1995,74.10524976,August,Friday,16,Remote
7/8/2022 7:43,31484,1,0,0,1,1,228,228,1781,75.41188411,July,Friday,7,Remote
12/3/2022 3:56,36547,0,0,0,0,0,221,212,1955,28.72975006,December,Saturday,3,Remote
7/22/2020 20:22,6982,0,1,1,1,0,232,223,1900,86.83583006,July,Wednesday,20,Remote
11/29/2022 1:50,36407,1,0,1,1,0,235,234,1789,36.98804962,November,Tuesday,1,Remote
8/31/2021 5:15,20830,0,0,1,1,1,238,229,1791,73.66396013,August,Tuesday,5,Remote
12/3/2021 7:16,24052,0,0,1,1,0,230,223,1854,17.06462863,December,Friday,7,Remote
11/14/2020 4:46,10898,1,1,1,1,0,233,232,1611,51.98868756,November,Saturday,4,Remote
7/19/2021 18:16,19376,0,0,1,1,0,223,219,1907,72.09943698,July,Monday,18,Remote
8/25/2021 22:24,20649,1,0,0,1,1,230,222,1839,84.58741108,August,Wednesday,22,Remote
8/31/2023 7:00,45832,1,1,0,1,1,235,230,1569,28.80994964,August,Thursday,7,Remote
1/24/2022 21:26,25853,0,1,1,1,0,233,227,1764,32.54054369,January,Monday,21,Remote
7/6/2020 18:14,6431,0,0,1,1,0,237,237,1984,26.12320962,July,Monday,18,Remote
12/4/2020 1:19,11578,0,0,0,1,0,222,222,1868,99.87989511,December,Friday,1,Remote
3/9/2022 19:28,27357,0,1,0,0,0,224,221,1791,43.85076191,March,Wednesday,19,Remote
11/16/2021 19:19,23487,1,1,1,1,0,231,231,1859,25.02941225,November,Tuesday,19,Remote
7/25/2022 10:24,32070,1,1,0,1,1,238,238,1955,47.58902301,July,Monday,10,Remote
3/14/2021 20:32,15030,0,0,0,0,0,235,235,1838,97.5289628,March,Sunday,20,Remote
5/4/2020 3:09,4252,0,1,0,0,0,227,227,1721,19.36805908,May,Monday,3,Remote
9/11/2021 15:58,21222,0,1,1,0,1,235,228,1786,52.37128159,September,Saturday,15,Remote
7/28/2022 14:05,32178,1,0,1,1,0,231,231,1967,91.24300024,July,Thursday,14,Remote
12/21/2021 16:47,24682,0,0,0,0,0,231,225,1686,21.91374854,December,Tuesday,16,Remote
10/25/2023 23:27,47739,1,1,0,1,1,220,211,1508,71.80999193,October,Wednesday,23,Remote
12/31/2022 20:50,37530,0,1,1,0,1,233,228,1942,44.4024918,December,Saturday,20,Remote
5/30/2022 6:44,30147,0,0,0,0,0,224,220,1614,49.95120376,May,Monday,6,Remote
3/2/2023 4:43,39596,1,1,0,1,1,228,219,1565,19.61501232,March,Thursday,4,Remote
8/26/2020 16:27,8175,0,0,0,1,1,231,226,1505,55.24885704,August,Wednesday,16,Remote
4/27/2022 20:08,29036,1,1,1,0,1,224,222,1776,69.37422137,April,Wednesday,20,Remote
8/18/2022 23:05,32910,0,1,1,0,0,220,217,1604,62.47034149,August,Thursday,23,Remote
5/13/2020 3:00,4560,0,1,1,0,0,229,221,1674,99.27384853,May,Wednesday,3,Remote
1/16/2020 12:07,532,1,0,0,0,0,231,231,1802,22.56735641,January,Thursday,12,Remote
4/16/2021 4:20,16137,0,1,0,1,0,233,227,1910,28.50560579,April,Friday,4,Remote
7/19/2020 12:29,6868,0,0,1,0,0,229,229,1512,51.57500023,July,Sunday,12,Remote
5/8/2022 15:26,29406,0,0,1,1,0,234,229,1661,53.31336865,May,Sunday,15,Remote
5/12/2020 2:28,4525,1,0,0,1,0,239,238,1563,26.27398788,May,Tuesday,2,Remote
12/30/2021 10:20,24981,1,0,0,0,1,227,223,1689,33.49330897,December,Thursday,10,Remote
2/13/2022 14:29,26528,0,1,1,1,1,222,221,1666,18.3235529,February,Sunday,14,Remote
3/20/2023 19:51,40234,0,0,1,0,0,221,212,1773,63.5814941,March,Monday,19,Remote
1/30/2021 18:49,13555,0,0,0,0,0,229,223,1856,40.33590123,January,Saturday,18,Remote
7/8/2021 6:09,18982,0,1,0,1,1,220,219,1863,77.59421042,July,Thursday,6,Remote
4/25/2021 4:11,16445,1,0,0,1,0,226,226,1589,86.86118295,April,Sunday,4,Remote
11/5/2021 14:12,23103,0,0,0,0,1,237,235,1705,67.07854925,November,Friday,14,Remote
10/21/2023 0:19,47569,0,1,0,0,1,228,223,1542,11.0832093,October,Saturday,0,Remote
1/23/2022 18:06,25814,0,0,0,0,0,237,231,1954,59.785299,January,Sunday,18,Remote
4/9/2021 19:33,15919,1,0,0,0,1,239,239,1747,36.18262476,April,Friday,19,Remote
6/27/2022 13:49,31116,0,0,1,1,0,229,220,1614,41.30684826,June,Monday,13,Remote
4/4/2023 21:28,40750,0,1,0,0,1,233,232,1921,59.69701299,April,Tuesday,21,Remote
4/17/2022 0:50,28666,0,1,0,0,1,236,230,1749,16.93768432,April,Sunday,0,Remote
10/7/2022 0:27,34590,1,0,0,0,1,238,236,1852,42.98504018,October,Friday,0,Remote
9/12/2023 17:33,46258,1,0,0,0,1,222,222,1796,28.5947366,September,Tuesday,17,Remote
4/26/2022 10:29,28988,0,0,0,1,1,230,225,1646,24.21368984,April,Tuesday,10,Remote
10/19/2021 3:07,22505,0,0,0,0,0,229,220,1731,76.8653379,October,Tuesday,3,Remote
1/3/2023 9:49,37617,0,0,1,0,0,228,223,1557,76.99750274,January,Tuesday,9,Remote
6/29/2023 19:57,43693,0,0,1,0,1,225,218,1735,33.83872906,June,Thursday,19,Remote
1/29/2020 20:24,989,1,1,0,1,1,221,216,1651,75.99003186,January,Wednesday,20,Remote
10/1/2022 9:11,34397,1,1,0,0,0,232,227,1780,34.73987058,October,Saturday,9,Remote
1/23/2020 1:48,757,0,1,0,0,1,220,217,1713,86.93734021,January,Thursday,1,Remote
2/20/2020 12:24,1731,0,0,1,1,0,231,230,1996,49.13634059,February,Thursday,12,Remote
8/16/2020 4:09,7815,0,1,1,1,1,239,234,1577,20.37645509,August,Sunday,4,Remote
11/2/2021 23:49,23014,1,0,0,1,0,238,236,1977,90.79714576,November,Tuesday,23,Remote
9/1/2020 16:07,8380,0,1,0,1,0,234,231,1876,48.81170098,September,Tuesday,16,Remote
1/19/2021 6:00,13160,1,0,0,1,0,220,213,1631,74.09776277,January,Tuesday,6,Remote
9/1/2021 16:59,20881,0,1,1,0,1,229,228,1913,38.45505885,September,Wednesday,16,Remote
7/25/2023 6:22,44564,1,0,0,1,1,234,230,1942,55.86716222,July,Tuesday,6,Remote
5/30/2020 16:54,5162,0,0,1,1,0,223,218,1611,81.05546575,May,Saturday,16,Remote
5/31/2023 0:26,42672,0,1,1,0,1,227,221,1528,68.50659756,May,Wednesday,0,Remote
10/8/2021 4:18,22130,0,0,1,1,1,225,222,1960,91.67925096,October,Friday,4,Remote
11/24/2021 15:50,23756,0,1,1,0,0,229,221,1996,85.22600426,November,Wednesday,15,Remote
7/13/2023 11:14,44160,1,1,1,0,0,233,224,1726,74.1269154,July,Thursday,11,Remote
4/25/2020 4:00,3945,0,0,1,0,0,234,232,1655,31.45634255,April,Saturday,4,Remote
6/1/2021 10:25,17721,1,0,0,1,0,238,234,1928,66.16161917,June,Tuesday,10,Remote
8/31/2023 8:24,45834,0,1,0,0,0,225,218,1873,79.20294562,August,Thursday,8,Remote
12/12/2022 0:17,36850,0,0,1,0,1,231,223,1619,42.1583561,December,Monday,0,Remote
8/30/2022 11:54,33305,0,0,0,0,0,237,236,1808,15.01944704,August,Tuesday,11,Remote
4/25/2022 12:46,28957,0,0,0,0,1,226,224,1629,93.20317419,April,Monday,12,Remote
8/7/2023 23:03,45033,0,1,1,1,1,239,231,1816,38.6034366,August,Monday,23,Remote
3/13/2023 5:38,39974,1,0,1,0,0,222,216,1925,98.920287,March,Monday,5,Remote
7/11/2023 18:35,44102,0,1,0,0,0,226,226,1793,35.06896256,July,Tuesday,18,Remote
10/16/2022 16:25,34921,0,1,1,0,1,231,223,1937,97.45000456,October,Sunday,16,Remote
8/30/2020 13:39,8308,1,1,1,0,1,230,229,1944,62.7411777,August,Sunday,13,Remote
5/11/2021 1:25,16989,1,1,1,0,1,233,225,1817,52.04701383,May,Tuesday,1,Remote
8/2/2023 11:18,44845,1,1,0,0,1,227,222,1968,61.93552644,August,Wednesday,11,Remote
3/30/2020 12:41,3067,0,0,0,0,1,233,224,1878,11.67579519,March,Monday,12,Remote
2/14/2020 8:32,1520,1,0,1,1,1,232,226,1845,20.13745534,February,Friday,8,Remote
12/4/2022 0:16,36576,0,0,1,0,0,227,220,1732,51.26671768,December,Sunday,0,Remote
11/20/2023 11:16,48612,1,1,0,1,1,230,226,1568,87.58338499,November,Monday,11,Remote
8/25/2023 5:56,45625,0,0,0,1,1,238,229,1686,73.4913359,August,Friday,5,Remote
8/22/2022 20:59,33044,1,0,0,1,1,228,226,1681,63.28125753,August,Monday,20,Remote
1/2/2022 8:24,25081,1,0,0,0,1,228,223,1680,69.86690676,January,Sunday,8,Remote
5/2/2022 1:45,29181,0,0,0,1,0,238,229,1857,96.25142665,May,Monday,1,Remote
7/29/2020 2:21,7196,1,0,0,1,1,220,211,1722,26.34742251,July,Wednesday,2,Remote
4/29/2022 20:29,29105,1,1,1,1,1,226,226,1799,59.96209588,April,Friday,20,Remote
12/18/2020 15:01,12077,0,0,1,1,0,231,223,1888,15.79335157,December,Friday,15,Remote
7/21/2021 11:37,19435,1,0,0,1,1,221,215,1561,38.55740668,July,Wednesday,11,Remote
6/28/2022 5:56,31139,0,1,1,1,1,238,238,1849,95.54352675,June,Tuesday,5,Remote
4/2/2021 8:08,15663,1,0,1,1,0,238,234,1984,39.32571231,April,Friday,8,Remote
6/25/2022 22:34,31060,0,0,0,0,0,226,217,1946,86.78426124,June,Saturday,22,Remote
6/19/2022 20:06,30851,1,0,0,0,0,233,230,1565,78.87085018,June,Sunday,20,Remote
2/15/2020 20:16,1571,1,1,1,1,0,239,231,1833,77.55754207,February,Saturday,20,Remote
7/26/2021 22:40,19622,0,0,0,0,0,236,230,1547,79.64429558,July,Monday,22,Remote
1/8/2023 22:58,37807,0,1,1,1,0,222,222,1951,68.06879286,January,Sunday,22,Remote
7/9/2022 18:04,31533,0,1,1,0,1,233,228,1505,45.61798655,July,Saturday,18,Remote
12/19/2020 23:16,12123,1,0,0,0,0,226,224,1841,83.30273272,December,Saturday,23,Remote
6/28/2023 15:13,43652,0,0,1,1,0,236,235,1537,66.56088002,June,Wednesday,15,Remote
1/21/2020 11:16,702,0,0,0,1,1,236,230,1633,54.49530814,January,Tuesday,11,Remote
12/22/2020 3:49,12198,1,1,0,1,0,224,215,1761,75.67114023,December,Tuesday,3,Remote
7/4/2020 17:52,6362,1,0,0,1,1,228,227,1681,93.04925703,July,Saturday,17,Remote
9/2/2020 14:32,8412,1,0,0,1,1,234,233,1915,68.02485438,September,Wednesday,14,Remote
3/24/2022 12:40,27861,0,0,1,0,0,238,229,1977,41.51200923,March,Thursday,12,Remote
1/19/2021 6:42,13161,1,0,1,0,0,237,236,1663,78.52179876,January,Tuesday,6,Remote
1/11/2022 7:33,25388,0,0,0,0,1,225,220,1761,38.25886149,January,Tuesday,7,Remote
3/7/2022 15:36,27283,1,1,1,0,1,225,220,1810,19.76371579,March,Monday,15,Remote
10/27/2022 2:36,35278,0,0,0,1,1,237,235,1799,66.76035307,October,Thursday,2,Remote
6/3/2021 10:46,17790,0,0,0,0,0,232,227,1571,71.77393972,June,Thursday,10,Remote
5/27/2023 13:44,42554,1,1,1,1,0,238,235,1706,91.71549982,May,Saturday,13,Remote
5/4/2022 8:24,29259,1,0,1,0,1,233,229,1694,99.36941279,May,Wednesday,8,Remote
5/22/2022 13:01,29882,1,1,1,1,0,221,219,1516,38.54061604,May,Sunday,13,Remote
5/13/2022 15:16,29577,0,0,1,1,1,229,227,1626,14.03718624,May,Friday,15,Remote
2/11/2021 4:09,13945,1,1,0,0,0,225,223,1778,79.14950766,February,Thursday,4,Remote
3/3/2020 18:45,2151,1,0,1,1,1,238,229,1583,73.25283377,March,Tuesday,18,Remote
7/18/2020 0:02,6816,0,0,0,0,0,238,238,1746,47.47935118,July,Saturday,0,Remote
3/19/2023 17:55,40197,1,1,0,0,1,232,230,1517,42.42089891,March,Sunday,17,Remote
6/11/2022 1:10,30550,1,0,1,0,1,232,223,1957,79.25763159,June,Saturday,1,Remote
12/20/2020 23:05,12157,1,1,0,0,1,230,223,1828,82.98954082,December,Sunday,23,Remote
5/11/2022 16:19,29510,0,0,1,0,1,232,228,1516,12.76831331,May,Wednesday,16,Remote
8/3/2022 5:20,32371,1,0,1,0,1,228,220,1502,27.42909537,August,Wednesday,5,Remote
3/25/2021 13:01,15396,1,1,1,1,0,222,221,1641,18.23174058,March,Thursday,13,Remote
10/31/2023 2:06,47914,0,0,0,0,0,221,215,1923,80.92515366,October,Tuesday,2,Remote
8/4/2021 9:12,19911,0,1,0,1,0,226,219,1748,75.75154896,August,Wednesday,9,Remote
4/20/2023 11:00,41283,0,0,1,0,1,220,213,1998,25.78970335,April,Thursday,11,Remote
10/27/2020 5:46,10283,0,1,0,0,0,233,233,1824,89.15859777,October,Tuesday,5,Remote
11/24/2021 22:50,23766,1,0,0,0,1,223,218,1957,74.45410381,November,Wednesday,22,Remote
2/29/2020 17:51,2047,0,1,0,0,1,225,217,1952,54.45939038,February,Saturday,17,Remote
7/9/2020 20:31,6537,0,0,1,0,1,223,222,1658,84.00359891,July,Thursday,20,Remote
6/27/2023 16:48,43620,0,1,1,1,0,234,232,1839,43.15698977,June,Tuesday,16,Remote
1/22/2022 8:28,25766,1,0,1,1,0,233,228,1904,27.97177257,January,Saturday,8,Remote
8/13/2022 6:25,32715,0,0,0,0,1,225,223,1649,83.87209155,August,Saturday,6,Remote
4/11/2020 14:49,3481,1,1,1,1,1,233,232,1860,30.27164343,April,Saturday,14,Remote
5/27/2023 17:56,42560,1,0,1,0,0,229,223,1943,44.51878574,May,Saturday,17,Remote
10/26/2021 7:31,22751,0,1,0,1,0,238,231,1912,12.99639074,October,Tuesday,7,Remote
7/12/2020 7:23,6621,0,1,1,0,1,224,224,1622,73.60653922,July,Sunday,7,Remote
6/21/2020 11:42,5908,0,0,1,1,0,238,235,1640,26.59081013,June,Sunday,11,Remote
10/11/2023 18:51,47253,1,1,1,1,0,235,229,1611,95.30127153,October,Wednesday,18,Remote
7/17/2022 8:58,31794,0,0,1,0,1,230,228,1755,70.98284019,July,Sunday,8,Remote
8/25/2021 13:59,20637,1,0,0,1,1,228,220,1959,11.07899193,August,Wednesday,13,Remote
7/5/2022 11:44,31387,0,1,1,1,0,233,226,1995,78.74402936,July,Tuesday,11,Remote
9/20/2020 3:02,9012,1,1,1,1,1,222,222,1888,40.91394048,September,Sunday,3,Remote
11/30/2021 0:05,23939,1,0,0,1,1,225,221,1942,83.5146909,November,Tuesday,0,Remote
5/31/2023 14:27,42692,1,0,0,0,0,221,219,1921,81.54946614,May,Wednesday,14,Remote
12/25/2021 23:06,24828,0,0,1,1,1,232,231,1784,28.40191172,December,Saturday,23,Remote
5/3/2020 0:31,4214,0,1,0,0,0,239,235,1939,14.50810729,May,Sunday,0,Remote
11/28/2021 22:51,23903,1,0,1,0,1,221,213,1831,37.30387829,November,Sunday,22,Remote
4/18/2023 17:39,41224,1,0,1,1,0,225,221,1888,79.11402136,April,Tuesday,17,Remote
9/17/2023 8:59,46417,0,1,1,0,1,227,224,1829,42.57383939,September,Sunday,8,Remote
9/7/2020 0:22,8563,0,0,0,0,1,238,233,1933,56.53764737,September,Monday,0,Remote
3/8/2023 12:06,39812,0,0,1,0,1,236,229,1706,52.7139573,March,Wednesday,12,Remote
12/18/2020 7:19,12066,0,0,1,1,0,222,221,1885,20.51885978,December,Friday,7,Remote
11/18/2023 22:07,48559,0,0,1,1,1,222,219,1816,61.88359749,November,Saturday,22,Remote
6/30/2022 2:47,31203,0,0,0,1,0,226,225,1665,74.03025053,June,Thursday,2,Remote
8/3/2023 1:19,44865,1,1,1,1,0,235,233,1641,40.60996439,August,Thursday,1,Remote
5/31/2020 16:43,5196,1,1,0,1,0,223,222,1727,20.24083837,May,Sunday,16,Remote
8/11/2023 13:57,45157,1,1,0,1,1,228,222,1898,59.36792642,August,Friday,13,Remote
4/4/2022 5:52,28228,1,1,0,0,1,229,228,1969,93.56130909,April,Monday,5,Remote
1/6/2020 14:33,193,0,0,0,0,0,230,230,1748,73.91460782,January,Monday,14,Remote
5/16/2023 6:31,42167,0,1,0,0,1,221,216,1745,41.39228275,May,Tuesday,6,Remote
1/8/2020 5:06,248,0,1,0,0,0,230,227,1719,60.43171212,January,Wednesday,5,Remote
10/13/2021 22:22,22327,0,0,1,1,0,232,229,1623,57.589229,October,Wednesday,22,Remote
4/21/2023 1:01,41303,1,1,0,1,1,239,237,1934,49.43552159,April,Friday,1,Remote
9/3/2020 19:58,8454,1,0,0,0,1,236,229,1513,23.52108456,September,Thursday,19,Remote
3/17/2022 1:16,27605,1,1,1,1,1,227,224,1713,49.76678327,March,Thursday,1,Remote
6/10/2023 23:56,43048,1,1,1,0,1,230,228,1758,38.72465443,June,Saturday,23,Remote
3/1/2022 14:32,27076,1,0,0,0,1,234,229,1882,16.228754,March,Tuesday,14,Remote
6/19/2022 8:53,30835,1,0,0,1,1,226,226,1734,36.57530025,June,Sunday,8,Remote
12/15/2022 22:12,36984,0,1,1,0,1,231,231,1932,70.53754267,December,Thursday,22,Remote
3/17/2021 17:54,15129,0,0,1,0,0,225,225,1961,43.61494508,March,Wednesday,17,Remote
2/23/2022 19:04,26877,1,0,0,0,1,239,232,1554,63.82896338,February,Wednesday,19,Remote
12/9/2020 11:40,11764,0,0,0,0,0,226,220,1915,52.11464826,December,Wednesday,11,Remote
3/13/2022 1:57,27469,1,0,1,1,1,235,231,1726,75.73877906,March,Sunday,1,Remote
4/26/2020 9:26,3987,0,0,1,1,1,238,232,1803,11.13314146,April,Sunday,9,Remote
8/21/2023 8:43,45492,0,0,0,0,0,226,224,1787,52.68094098,August,Monday,8,Remote
1/13/2023 17:54,37971,1,0,0,0,1,222,216,1852,80.24666441,January,Friday,17,Remote
9/8/2021 5:58,21105,0,1,1,1,1,237,232,1936,24.65079306,September,Wednesday,5,Remote
9/26/2023 15:50,46735,0,0,0,0,1,224,217,1575,27.59773964,September,Tuesday,15,Remote
8/30/2020 9:27,8302,1,1,1,0,0,229,228,1778,79.63753942,August,Sunday,9,Remote
2/7/2020 1:19,1270,1,1,0,0,1,239,232,1782,29.35476524,February,Friday,1,Remote
4/27/2023 13:18,41526,1,1,0,0,1,222,221,1704,39.70865421,April,Thursday,13,Remote
10/24/2022 2:25,35175,1,1,1,0,0,232,226,1933,67.3653789,October,Monday,2,Remote
6/23/2021 7:20,18470,0,0,1,0,0,220,211,1678,40.08457909,June,Wednesday,7,Remote
1/11/2022 0:33,25378,1,1,0,1,1,223,219,1822,35.34416673,January,Tuesday,0,Remote
6/24/2023 4:00,43499,0,0,0,0,0,229,229,1814,71.52074783,June,Saturday,4,Remote
6/13/2022 8:31,30629,0,0,1,1,1,237,235,1980,45.25780591,June,Monday,8,Remote
10/25/2023 13:38,47725,0,0,1,0,1,227,224,1931,21.89633436,October,Wednesday,13,Remote
12/16/2021 14:08,24507,0,0,1,0,1,222,222,1965,60.6656458,December,Thursday,14,Remote
3/9/2023 23:08,39862,0,1,0,1,0,235,232,1698,76.22902667,March,Thursday,23,Remote
2/6/2022 22:42,26300,0,1,1,0,0,227,218,1989,49.37636274,February,Sunday,22,Remote
7/28/2021 23:43,19692,0,0,1,1,1,228,224,1579,19.19764817,July,Wednesday,23,Remote
6/3/2022 17:15,30299,0,1,0,1,1,231,227,1748,32.53695055,June,Friday,17,Remote
9/21/2022 14:25,34062,0,1,0,1,1,239,233,1660,78.62787717,September,Wednesday,14,Remote
2/24/2022 16:06,26907,0,0,0,1,0,223,216,1735,88.02569354,February,Thursday,16,Remote
4/30/2020 8:45,4123,1,1,0,0,1,233,233,1934,86.35977992,April,Thursday,8,Remote
11/6/2023 23:29,48150,0,1,1,0,0,221,218,1790,35.77928747,November,Monday,23,Remote
10/8/2023 8:52,47136,1,0,0,1,0,230,223,1991,13.16845107,October,Sunday,8,Remote
1/1/2021 18:55,12562,1,1,0,0,1,220,218,1926,98.72154047,January,Friday,18,Remote
6/8/2021 0:48,17947,1,0,0,1,1,220,216,1938,52.76851825,June,Tuesday,0,Remote
3/24/2021 19:30,15371,1,1,0,0,0,220,218,1617,22.01018196,March,Wednesday,19,Remote
11/23/2020 9:31,11213,0,1,0,1,0,237,237,1987,35.13157725,November,Monday,9,Remote
6/9/2021 18:51,18007,1,0,0,0,0,238,236,1960,90.19653811,June,Wednesday,18,Remote
10/17/2021 21:41,22463,1,0,1,1,1,226,221,1625,70.04239383,October,Sunday,21,Remote
6/10/2021 16:34,18038,0,1,0,0,0,231,226,1885,36.24854129,June,Thursday,16,Remote
5/26/2020 7:46,5012,0,0,1,0,1,220,218,1589,19.35558866,May,Tuesday,7,Remote
9/30/2023 8:50,46862,1,0,1,0,0,237,231,1673,27.91129523,September,Saturday,8,Remote
